,subject.id,word,value,order,last
2778,360,NOVEMBER,22,4,True
2779,361,JUNE,14,1,False
2780,361,NOVEMBER,22,2,False
2781,361,MAY,25,3,False
2782,361,AUGUST,7,4,False
2783,361,JULY,12,5,False
2784,361,SEPTEMBER,16,6,False
2785,361,DECEMBER,3,7,False
2786,361,FEBRUARY,2,8,False
2787,361,OCTOBER,20,9,False
2788,361,APRIL,18,10,False
2789,361,MARCH,18,11,False
2790,361,JANUARY,14,12,True
2791,362,JANUARY,14,1,False
2792,362,NOVEMBER,22,2,False
2793,362,APRIL,18,3,False
2794,362,JUNE,14,4,False
2795,362,SEPTEMBER,16,5,False
2796,362,FEBRUARY,2,6,False
2797,362,MAY,25,7,True
2798,363,OCTOBER,20,1,False
2799,363,MARCH,18,2,False
2800,363,FEBRUARY,2,3,False
2801,363,JUNE,14,4,False
2802,363,JULY,12,5,False
2803,363,JANUARY,14,6,False
2804,363,MAY,25,7,True
2805,364,JULY,12,1,False
2806,364,APRIL,18,2,False
2807,364,FEBRUARY,2,3,False
2808,364,AUGUST,7,4,False
2809,364,OCTOBER,20,5,True
2810,365,JULY,12,1,False
2811,365,OCTOBER,20,2,False
2812,365,AUGUST,7,3,False
2813,365,FEBRUARY,2,4,False
2814,365,MAY,25,5,True
2815,366,APRIL,18,1,False
2816,366,MAY,25,2,False
2817,366,JULY,12,3,False
2818,366,DECEMBER,3,4,False
2819,366,NOVEMBER,22,5,False
2820,366,OCTOBER,20,6,False
2821,366,JANUARY,14,7,False
2822,366,AUGUST,7,8,False
2823,366,FEBRUARY,2,9,False
2824,366,JUNE,14,10,False
2825,366,SEPTEMBER,16,11,False
2826,366,MARCH,18,12,True
2827,367,JANUARY,14,1,False
2828,367,OCTOBER,20,2,False
2829,367,JULY,12,3,False
2830,367,DECEMBER,3,4,False
2831,367,SEPTEMBER,16,5,False
2832,367,MARCH,18,6,False
2833,367,FEBRUARY,2,7,False
2834,367,AUGUST,7,8,False
2835,367,MAY,25,9,True
2836,368,JANUARY,14,1,False
2837,368,JUNE,14,2,False
2838,368,FEBRUARY,2,3,False
2839,368,OCTOBER,20,4,True
2840,369,APRIL,18,1,False
2841,369,OCTOBER,20,2,False
2842,369,AUGUST,7,3,False
2843,369,MAY,25,4,True
2844,370,APRIL,18,1,False
2845,370,JUNE,14,2,False
2846,370,JANUARY,14,3,False
2847,370,OCTOBER,20,4,True
2848,371,SEPTEMBER,16,1,False
2849,371,OCTOBER,20,2,False
2850,371,FEBRUARY,2,3,False
2851,371,APRIL,18,4,False
2852,371,JUNE,14,5,False
2853,371,AUGUST,7,6,False
2854,371,NOVEMBER,22,7,True
2855,372,FEBRUARY,2,1,False
2856,372,APRIL,18,2,False
2857,372,JUNE,14,3,False
2858,372,SEPTEMBER,16,4,False
2859,372,MARCH,18,5,True
2860,373,JANUARY,14,1,False
2861,373,DECEMBER,3,2,False
2862,373,APRIL,18,3,False
2863,373,NOVEMBER,22,4,True
2864,374,DECEMBER,3,1,False
2865,374,AUGUST,7,2,False
2866,374,OCTOBER,20,3,False
2867,374,JULY,12,4,False
2868,374,SEPTEMBER,16,5,False
2869,374,MAY,25,6,True
2870,375,OCTOBER,20,1,False
2871,375,JUNE,14,2,False
2872,375,JANUARY,14,3,False
2873,375,SEPTEMBER,16,4,False
2874,375,DECEMBER,3,5,False
2875,375,FEBRUARY,2,6,False
2876,375,MARCH,18,7,False
2877,375,NOVEMBER,22,8,True
2878,376,AUGUST,7,1,False
2879,376,SEPTEMBER,16,2,False
2880,376,JANUARY,14,3,False
2881,376,APRIL,18,4,True
2882,377,SEPTEMBER,16,1,False
2883,377,FEBRUARY,2,2,False
2884,377,JUNE,14,3,False
2885,377,JULY,12,4,False
2886,377,DECEMBER,3,5,False
2887,377,OCTOBER,20,6,True
2888,378,AUGUST,7,1,False
2889,378,OCTOBER,20,2,False
2890,378,MARCH,18,3,False
2891,378,SEPTEMBER,16,4,False
2892,378,JUNE,14,5,False
2893,378,JANUARY,14,6,False
2894,378,NOVEMBER,22,7,True
2895,379,APRIL,18,1,False
2896,379,FEBRUARY,2,2,False
2897,379,MARCH,18,3,False
2898,379,JANUARY,14,4,False
2899,379,NOVEMBER,22,5,True
2900,380,NOVEMBER,22,1,False
2901,380,JULY,12,2,False
2902,380,APRIL,18,3,False
2903,380,FEBRUARY,2,4,False
2904,380,AUGUST,7,5,False
2905,380,MAY,25,6,True
2906,381,NOVEMBER,22,1,False
2907,381,JUNE,14,2,False
2908,381,AUGUST,7,3,False
2909,381,JANUARY,14,4,False
2910,381,APRIL,18,5,False
2911,381,MAY,25,6,True
2912,382,MAY,25,1,False
2913,382,APRIL,18,2,False
2914,382,JULY,12,3,False
2915,382,MARCH,18,4,False
2916,382,SEPTEMBER,16,5,False
2917,382,AUGUST,7,6,False
2918,382,JANUARY,14,7,False
2919,382,NOVEMBER,22,8,False
2920,382,OCTOBER,20,9,False
2921,382,JUNE,14,10,False
2922,382,FEBRUARY,2,11,False
2923,382,DECEMBER,3,12,True
2924,383,APRIL,18,1,False
2925,383,JUNE,14,2,False
2926,383,NOVEMBER,22,3,False
2927,383,JULY,12,4,False
2928,383,JANUARY,14,5,False
2929,383,SEPTEMBER,16,6,False
2930,383,OCTOBER,20,7,False
2931,383,MAY,25,8,True
2932,384,JANUARY,14,1,False
2933,384,MAY,25,2,False
2934,384,JULY,12,3,False
2935,384,FEBRUARY,2,4,False
2936,384,NOVEMBER,22,5,False
2937,384,DECEMBER,3,6,False
2938,384,OCTOBER,20,7,False
2939,384,APRIL,18,8,False
2940,384,SEPTEMBER,16,9,False
2941,384,AUGUST,7,10,False
2942,384,JUNE,14,11,False
2943,384,MARCH,18,12,True
2944,385,JUNE,14,1,False
2945,385,FEBRUARY,2,2,False
2946,385,MARCH,18,3,False
2947,385,OCTOBER,20,4,True
2948,386,NOVEMBER,22,1,False
2949,386,OCTOBER,20,2,False
2950,386,FEBRUARY,2,3,False
2951,386,MARCH,18,4,False
2952,386,JULY,12,5,False
2953,386,SEPTEMBER,16,6,False
2954,386,DECEMBER,3,7,False
2955,386,JANUARY,14,8,False
2956,386,MAY,25,9,True
2957,387,DECEMBER,3,1,False
2958,387,MARCH,18,2,False
2959,387,OCTOBER,20,3,False
2960,387,FEBRUARY,2,4,False
2961,387,MAY,25,5,True
2962,388,NOVEMBER,22,1,False
2963,388,OCTOBER,20,2,False
2964,388,AUGUST,7,3,False
2965,388,MARCH,18,4,False
2966,388,APRIL,18,5,False
2967,388,JULY,12,6,False
2968,388,DECEMBER,3,7,False
2969,388,FEBRUARY,2,8,False
2970,388,JUNE,14,9,False
2971,388,SEPTEMBER,16,10,False
2972,388,MAY,25,11,True
2973,389,DECEMBER,3,1,False
2974,389,NOVEMBER,22,2,False
2975,389,FEBRUARY,2,3,False
2976,389,MARCH,18,4,False
2977,389,MAY,25,5,True
2978,390,MARCH,18,1,False
2979,390,DECEMBER,3,2,False
2980,390,JUNE,14,3,False
2981,390,APRIL,18,4,True
2982,391,OCTOBER,20,1,False
2983,391,JANUARY,14,2,False
2984,391,DECEMBER,3,3,False
2985,391,JUNE,14,4,False
2986,391,MARCH,18,5,False
2987,391,APRIL,18,6,False
2988,391,MAY,25,7,True
2989,392,SEPTEMBER,16,1,False
2990,392,MARCH,18,2,False
2991,392,DECEMBER,3,3,False
2992,392,JANUARY,14,4,False
2993,392,APRIL,18,5,True
2994,393,JANUARY,14,1,False
2995,393,FEBRUARY,2,2,False
2996,393,APRIL,18,3,False
2997,393,JULY,12,4,False
2998,393,NOVEMBER,22,5,True
2999,394,APRIL,18,1,False
3000,394,SEPTEMBER,16,2,False
3001,394,AUGUST,7,3,False
3002,394,FEBRUARY,2,4,False
3003,394,OCTOBER,20,5,True
3004,395,MARCH,18,1,False
3005,395,JUNE,14,2,False
3006,395,OCTOBER,20,3,False
3007,395,MAY,25,4,True
3008,396,NOVEMBER,22,1,False
3009,396,JULY,12,2,False
3010,396,OCTOBER,20,3,False
3011,396,JUNE,14,4,False
3012,396,MAY,25,5,True
3013,397,AUGUST,7,1,False
3014,397,JANUARY,14,2,False
3015,397,MAY,25,3,False
3016,397,APRIL,18,4,False
3017,397,JULY,12,5,False
3018,397,MARCH,18,6,False
3019,397,JUNE,14,7,False
3020,397,FEBRUARY,2,8,False
3021,397,DECEMBER,3,9,False
3022,397,SEPTEMBER,16,10,False
3023,397,NOVEMBER,22,11,False
3024,397,OCTOBER,20,12,True
3025,398,DECEMBER,3,1,False
3026,398,MAY,25,2,False
3027,398,OCTOBER,20,3,False
3028,398,NOVEMBER,22,4,False
3029,398,MARCH,18,5,False
3030,398,JANUARY,14,6,False
3031,398,JULY,12,7,False
3032,398,APRIL,18,8,False
3033,398,FEBRUARY,2,9,False
3034,398,AUGUST,7,10,False
3035,398,SEPTEMBER,16,11,False
3036,398,JUNE,14,12,True
3037,399,NOVEMBER,22,1,False
3038,399,MARCH,18,2,False
3039,399,MAY,25,3,False
3040,399,FEBRUARY,2,4,False
3041,399,AUGUST,7,5,False
3042,399,SEPTEMBER,16,6,False
3043,399,JUNE,14,7,False
3044,399,APRIL,18,8,False
3045,399,JULY,12,9,False
3046,399,JANUARY,14,10,False
3047,399,OCTOBER,20,11,False
3048,399,DECEMBER,3,12,True
3049,400,JULY,12,1,False
3050,400,MARCH,18,2,False
3051,400,DECEMBER,3,3,False
3052,400,NOVEMBER,22,4,True
3053,401,NOVEMBER,22,1,False
3054,401,MAY,25,2,False
3055,401,SEPTEMBER,16,3,False
3056,401,JULY,12,4,False
3057,401,DECEMBER,3,5,False
3058,401,AUGUST,7,6,False
3059,401,JANUARY,14,7,False
3060,401,JUNE,14,8,False
3061,401,APRIL,18,9,False
3062,401,OCTOBER,20,10,False
3063,401,MARCH,18,11,False
3064,401,FEBRUARY,2,12,True
3065,402,JANUARY,14,1,False
3066,402,APRIL,18,2,False
3067,402,FEBRUARY,2,3,False
3068,402,OCTOBER,20,4,True
3069,403,JULY,12,1,False
3070,403,NOVEMBER,22,2,False
3071,403,APRIL,18,3,False
3072,403,SEPTEMBER,16,4,False
3073,403,OCTOBER,20,5,False
3074,403,JANUARY,14,6,False
3075,403,MARCH,18,7,False
3076,403,FEBRUARY,2,8,False
3077,403,DECEMBER,3,9,False
3078,403,JUNE,14,10,False
3079,403,AUGUST,7,11,False
3080,403,MAY,25,12,True
3081,404,JUNE,14,1,False
3082,404,AUGUST,7,2,False
3083,404,JANUARY,14,3,False
3084,404,SEPTEMBER,16,4,True
3085,405,JUNE,14,1,False
3086,405,AUGUST,7,2,False
3087,405,MARCH,18,3,False
3088,405,MAY,25,4,True
3089,406,JUNE,14,1,False
3090,406,APRIL,18,2,False
3091,406,JULY,12,3,False
3092,406,SEPTEMBER,16,4,False
3093,406,MAY,25,5,True
3094,407,DECEMBER,3,1,False
3095,407,NOVEMBER,22,2,False
3096,407,JUNE,14,3,False
3097,407,AUGUST,7,4,False
3098,407,OCTOBER,20,5,False
3099,407,MAY,25,6,True
3100,408,APRIL,18,1,False
3101,408,FEBRUARY,2,2,False
3102,408,NOVEMBER,22,3,False
3103,408,JANUARY,14,4,False
3104,408,MAY,25,5,True
3105,409,JULY,12,1,False
3106,409,DECEMBER,3,2,False
3107,409,JANUARY,14,3,False
3108,409,MAY,25,4,True
3109,410,AUGUST,7,1,False
3110,410,JANUARY,14,2,False
3111,410,MARCH,18,3,False
3112,410,NOVEMBER,22,4,True
3113,411,AUGUST,7,1,False
3114,411,FEBRUARY,2,2,False
3115,411,MARCH,18,3,False
3116,411,SEPTEMBER,16,4,False
3117,411,APRIL,18,5,True
3118,412,JUNE,14,1,False
3119,412,JULY,12,2,False
3120,412,MARCH,18,3,False
3121,412,FEBRUARY,2,4,False
3122,412,AUGUST,7,5,False
3123,412,JANUARY,14,6,False
3124,412,DECEMBER,3,7,False
3125,412,SEPTEMBER,16,8,False
3126,412,NOVEMBER,22,9,True
3127,413,JUNE,14,1,False
3128,413,APRIL,18,2,False
3129,413,MAY,25,3,False
3130,413,DECEMBER,3,4,False
3131,413,AUGUST,7,5,False
3132,413,MARCH,18,6,False
3133,413,SEPTEMBER,16,7,False
3134,413,FEBRUARY,2,8,False
3135,413,JANUARY,14,9,False
3136,413,OCTOBER,20,10,False
3137,413,NOVEMBER,22,11,False
3138,413,JULY,12,12,True
3139,414,JULY,12,1,False
3140,414,DECEMBER,3,2,False
3141,414,OCTOBER,20,3,False
3142,414,JUNE,14,4,False
3143,414,FEBRUARY,2,5,False
3144,414,APRIL,18,6,False
3145,414,NOVEMBER,22,7,True
3146,415,MARCH,18,1,False
3147,415,FEBRUARY,2,2,False
3148,415,MAY,25,3,False
3149,415,SEPTEMBER,16,4,False
3150,415,JULY,12,5,False
3151,415,JUNE,14,6,False
3152,415,AUGUST,7,7,False
3153,415,DECEMBER,3,8,False
3154,415,NOVEMBER,22,9,False
3155,415,JANUARY,14,10,False
3156,415,OCTOBER,20,11,False
3157,415,APRIL,18,12,True
3158,416,AUGUST,7,1,False
3159,416,SEPTEMBER,16,2,False
3160,416,MARCH,18,3,False
3161,416,APRIL,18,4,True
3162,417,AUGUST,7,1,False
3163,417,NOVEMBER,22,2,False
3164,417,FEBRUARY,2,3,False
3165,417,JUNE,14,4,False
3166,417,APRIL,18,5,False
3167,417,JANUARY,14,6,False
3168,417,SEPTEMBER,16,7,False
3169,417,MARCH,18,8,False
3170,417,DECEMBER,3,9,False
3171,417,JULY,12,10,False
3172,417,MAY,25,11,True
3173,418,JUNE,14,1,False
3174,418,SEPTEMBER,16,2,False
3175,418,JANUARY,14,3,False
3176,418,MAY,25,4,True
3177,419,SEPTEMBER,16,1,False
3178,419,MAY,25,2,False
3179,419,DECEMBER,3,3,False
3180,419,JULY,12,4,False
3181,419,APRIL,18,5,False
3182,419,OCTOBER,20,6,False
3183,419,FEBRUARY,2,7,False
3184,419,JANUARY,14,8,False
3185,419,JUNE,14,9,False
3186,419,NOVEMBER,22,10,False
3187,419,MARCH,18,11,False
3188,419,AUGUST,7,12,True
3189,420,APRIL,18,1,False
3190,420,FEBRUARY,2,2,False
3191,420,DECEMBER,3,3,False
3192,420,JANUARY,14,4,False
3193,420,JULY,12,5,False
3194,420,OCTOBER,20,6,True
3195,421,AUGUST,7,1,False
3196,421,MARCH,18,2,False
3197,421,OCTOBER,20,3,False
3198,421,DECEMBER,3,4,False
3199,421,JULY,12,5,False
3200,421,SEPTEMBER,16,6,False
3201,421,NOVEMBER,22,7,True
3202,422,JULY,12,1,False
3203,422,MARCH,18,2,False
3204,422,FEBRUARY,2,3,False
3205,422,DECEMBER,3,4,False
3206,422,SEPTEMBER,16,5,False
3207,422,OCTOBER,20,6,True
3208,423,DECEMBER,3,1,False
3209,423,MAY,25,2,False
3210,423,MARCH,18,3,False
3211,423,APRIL,18,4,False
3212,423,JANUARY,14,5,False
3213,423,JULY,12,6,False
3214,423,OCTOBER,20,7,False
3215,423,JUNE,14,8,False
3216,423,NOVEMBER,22,9,False
3217,423,FEBRUARY,2,10,False
3218,423,SEPTEMBER,16,11,False
3219,423,AUGUST,7,12,True
3220,424,MAY,25,1,False
3221,424,MARCH,18,2,False
3222,424,NOVEMBER,22,3,False
3223,424,JULY,12,4,False
3224,424,JUNE,14,5,False
3225,424,DECEMBER,3,6,False
3226,424,SEPTEMBER,16,7,False
3227,424,FEBRUARY,2,8,False
3228,424,JANUARY,14,9,False
3229,424,OCTOBER,20,10,False
3230,424,AUGUST,7,11,False
3231,424,APRIL,18,12,True
3232,425,MARCH,18,1,False
3233,425,JULY,12,2,False
3234,425,JUNE,14,3,False
3235,425,APRIL,18,4,True
3236,426,SEPTEMBER,16,1,False
3237,426,MARCH,18,2,False
3238,426,JULY,12,3,False
3239,426,FEBRUARY,2,4,False
3240,426,AUGUST,7,5,False
3241,426,APRIL,18,6,True
3242,427,AUGUST,7,1,False
3243,427,FEBRUARY,2,2,False
3244,427,NOVEMBER,22,3,False
3245,427,JANUARY,14,4,False
3246,427,SEPTEMBER,16,5,False
3247,427,DECEMBER,3,6,False
3248,427,APRIL,18,7,False
3249,427,JUNE,14,8,False
3250,427,MARCH,18,9,False
3251,427,OCTOBER,20,10,False
3252,427,JULY,12,11,False
3253,427,MAY,25,12,True
3254,428,APRIL,18,1,False
3255,428,OCTOBER,20,2,False
3256,428,FEBRUARY,2,3,False
3257,428,AUGUST,7,4,False
3258,428,JUNE,14,5,False
3259,428,SEPTEMBER,16,6,False
3260,428,MARCH,18,7,False
3261,428,JANUARY,14,8,False
3262,428,JULY,12,9,False
3263,428,MAY,25,10,True
3264,429,FEBRUARY,2,1,False
3265,429,SEPTEMBER,16,2,False
3266,429,DECEMBER,3,3,False
3267,429,MAY,25,4,True
3268,430,AUGUST,7,1,False
3269,430,JUNE,14,2,False
3270,430,JULY,12,3,False
3271,430,MAY,25,4,True
3272,431,NOVEMBER,22,1,False
3273,431,JULY,12,2,False
3274,431,SEPTEMBER,16,3,False
3275,431,FEBRUARY,2,4,False
3276,431,APRIL,18,5,False
3277,431,MAY,25,6,True
3278,432,JULY,12,1,False
3279,432,MAY,25,2,False
3280,432,FEBRUARY,2,3,False
3281,432,APRIL,18,4,False
3282,432,JUNE,14,5,False
3283,432,MARCH,18,6,False
3284,432,OCTOBER,20,7,False
3285,432,AUGUST,7,8,False
3286,432,JANUARY,14,9,False
3287,432,NOVEMBER,22,10,False
3288,432,SEPTEMBER,16,11,False
3289,432,DECEMBER,3,12,True
3290,433,FEBRUARY,2,1,False
3291,433,DECEMBER,3,2,False
3292,433,JULY,12,3,False
3293,433,OCTOBER,20,4,True
3294,434,JULY,12,1,False
3295,434,JUNE,14,2,False
3296,434,FEBRUARY,2,3,False
3297,434,JANUARY,14,4,True
3298,435,AUGUST,7,1,False
3299,435,SEPTEMBER,16,2,False
3300,435,APRIL,18,3,False
3301,435,OCTOBER,20,4,True
3302,436,MARCH,18,1,False
3303,436,MAY,25,2,False
3304,436,SEPTEMBER,16,3,False
3305,436,DECEMBER,3,4,False
3306,436,JANUARY,14,5,False
3307,436,OCTOBER,20,6,False
3308,436,NOVEMBER,22,7,False
3309,436,FEBRUARY,2,8,False
3310,436,JUNE,14,9,False
3311,436,APRIL,18,10,False
3312,436,JULY,12,11,False
3313,436,AUGUST,7,12,True
3314,437,MARCH,18,1,False
3315,437,JANUARY,14,2,False
3316,437,SEPTEMBER,16,3,False
3317,437,DECEMBER,3,4,False
3318,437,JULY,12,5,False
3319,437,AUGUST,7,6,False
3320,437,FEBRUARY,2,7,False
3321,437,JUNE,14,8,False
3322,437,APRIL,18,9,True
3323,438,NOVEMBER,22,1,False
3324,438,FEBRUARY,2,2,False
3325,438,SEPTEMBER,16,3,False
3326,438,DECEMBER,3,4,False
3327,438,OCTOBER,20,5,False
3328,438,JANUARY,14,6,False
3329,438,JUNE,14,7,False
3330,438,MARCH,18,8,False
3331,438,AUGUST,7,9,False
3332,438,JULY,12,10,False
3333,438,MAY,25,11,True
3334,439,MAY,25,1,False
3335,439,AUGUST,7,2,False
3336,439,SEPTEMBER,16,3,False
3337,439,NOVEMBER,22,4,False
3338,439,OCTOBER,20,5,False
3339,439,JULY,12,6,False
3340,439,JANUARY,14,7,False
3341,439,FEBRUARY,2,8,False
3342,439,MARCH,18,9,False
3343,439,APRIL,18,10,False
3344,439,JUNE,14,11,False
3345,439,DECEMBER,3,12,True
3346,440,MAY,25,1,False
3347,440,MARCH,18,2,False
3348,440,AUGUST,7,3,False
3349,440,APRIL,18,4,False
3350,440,SEPTEMBER,16,5,False
3351,440,OCTOBER,20,6,False
3352,440,NOVEMBER,22,7,False
3353,440,JUNE,14,8,False
3354,440,FEBRUARY,2,9,False
3355,440,DECEMBER,3,10,False
3356,440,JULY,12,11,False
3357,440,JANUARY,14,12,True
3358,441,OCTOBER,20,1,False
3359,441,JULY,12,2,False
3360,441,SEPTEMBER,16,3,False
3361,441,FEBRUARY,2,4,False
3362,441,MAY,25,5,True
3363,442,OCTOBER,20,1,False
3364,442,FEBRUARY,2,2,False
3365,442,APRIL,18,3,False
3366,442,MAY,25,4,True
3367,443,FEBRUARY,2,1,False
3368,443,SEPTEMBER,16,2,False
3369,443,JUNE,14,3,False
3370,443,MARCH,18,4,True
3371,444,SEPTEMBER,16,1,False
3372,444,MAY,25,2,False
3373,444,APRIL,18,3,False
3374,444,FEBRUARY,2,4,False
3375,444,AUGUST,7,5,False
3376,444,OCTOBER,20,6,False
3377,444,JUNE,14,7,False
3378,444,JULY,12,8,False
3379,444,NOVEMBER,22,9,False
3380,444,JANUARY,14,10,False
3381,444,DECEMBER,3,11,False
3382,444,MARCH,18,12,True
3383,445,JUNE,14,1,False
3384,445,JULY,12,2,False
3385,445,MAY,25,3,False
3386,445,JANUARY,14,4,False
3387,445,FEBRUARY,2,5,False
3388,445,NOVEMBER,22,6,False
3389,445,OCTOBER,20,7,False
3390,445,MARCH,18,8,False
3391,445,SEPTEMBER,16,9,False
3392,445,AUGUST,7,10,False
3393,445,APRIL,18,11,False
3394,445,DECEMBER,3,12,True
3395,446,MAY,25,1,False
3396,446,JUNE,14,2,False
3397,446,JANUARY,14,3,False
3398,446,FEBRUARY,2,4,False
3399,446,JULY,12,5,False
3400,446,SEPTEMBER,16,6,False
3401,446,OCTOBER,20,7,False
3402,446,NOVEMBER,22,8,False
3403,446,MARCH,18,9,False
3404,446,AUGUST,7,10,False
3405,446,DECEMBER,3,11,False
3406,446,APRIL,18,12,True
3407,447,SEPTEMBER,16,1,False
3408,447,JULY,12,2,False
3409,447,DECEMBER,3,3,False
3410,447,MARCH,18,4,True
3411,448,NOVEMBER,22,1,False
3412,448,JUNE,14,2,False
3413,448,SEPTEMBER,16,3,False
3414,448,AUGUST,7,4,False
3415,448,JULY,12,5,False
3416,448,MAY,25,6,True
3417,449,OCTOBER,20,1,False
3418,449,FEBRUARY,2,2,False
3419,449,NOVEMBER,22,3,False
3420,449,JANUARY,14,4,False
3421,449,DECEMBER,3,5,False
3422,449,APRIL,18,6,False
3423,449,MARCH,18,7,False
3424,449,SEPTEMBER,16,8,False
3425,449,JUNE,14,9,False
3426,449,AUGUST,7,10,False
3427,449,MAY,25,11,True
3428,450,NOVEMBER,22,1,False
3429,450,OCTOBER,20,2,False
3430,450,JANUARY,14,3,False
3431,450,MARCH,18,4,False
3432,450,FEBRUARY,2,5,False
3433,450,MAY,25,6,True
3434,451,SEPTEMBER,16,1,False
3435,451,APRIL,18,2,False
3436,451,MAY,25,3,False
3437,451,JANUARY,14,4,False
3438,451,NOVEMBER,22,5,False
3439,451,FEBRUARY,2,6,False
3440,451,AUGUST,7,7,False
3441,451,JUNE,14,8,False
3442,451,MARCH,18,9,False
3443,451,OCTOBER,20,10,False
3444,451,JULY,12,11,False
3445,451,DECEMBER,3,12,True
3446,452,SEPTEMBER,16,1,False
3447,452,JANUARY,14,2,False
3448,452,AUGUST,7,3,False
3449,452,NOVEMBER,22,4,True
3450,453,JULY,12,1,False
3451,453,FEBRUARY,2,2,False
3452,453,OCTOBER,20,3,False
3453,453,JUNE,14,4,False
3454,453,DECEMBER,3,5,False
3455,453,AUGUST,7,6,False
3456,453,JANUARY,14,7,False
3457,453,NOVEMBER,22,8,True
3458,454,SEPTEMBER,16,1,False
3459,454,MARCH,18,2,False
3460,454,DECEMBER,3,3,False
3461,454,APRIL,18,4,True
3462,455,JULY,12,1,False
3463,455,MAY,25,2,False
3464,455,JUNE,14,3,False
3465,455,DECEMBER,3,4,False
3466,455,MARCH,18,5,False
3467,455,AUGUST,7,6,False
3468,455,NOVEMBER,22,7,False
3469,455,JANUARY,14,8,False
3470,455,APRIL,18,9,False
3471,455,SEPTEMBER,16,10,False
3472,455,FEBRUARY,2,11,False
3473,455,OCTOBER,20,12,True
3474,456,JUNE,14,1,False
3475,456,OCTOBER,20,2,False
3476,456,MAY,25,3,False
3477,456,DECEMBER,3,4,False
3478,456,AUGUST,7,5,False
3479,456,MARCH,18,6,False
3480,456,JULY,12,7,False
3481,456,APRIL,18,8,False
3482,456,NOVEMBER,22,9,False
3483,456,JANUARY,14,10,False
3484,456,SEPTEMBER,16,11,False
3485,456,FEBRUARY,2,12,True
3486,457,MARCH,18,1,False
3487,457,DECEMBER,3,2,False
3488,457,FEBRUARY,2,3,False
3489,457,AUGUST,7,4,False
3490,457,NOVEMBER,22,5,True
3491,458,SEPTEMBER,16,1,False
3492,458,JULY,12,2,False
3493,458,DECEMBER,3,3,False
3494,458,OCTOBER,20,4,True
3495,459,JULY,12,1,False
3496,459,NOVEMBER,22,2,False
3497,459,DECEMBER,3,3,False
3498,459,AUGUST,7,4,False
3499,459,SEPTEMBER,16,5,False
3500,459,JANUARY,14,6,False
3501,459,FEBRUARY,2,7,False
3502,459,APRIL,18,8,False
3503,459,MARCH,18,9,False
3504,459,OCTOBER,20,10,False
3505,459,MAY,25,11,True
3506,460,AUGUST,7,1,False
3507,460,NOVEMBER,22,2,False
3508,460,SEPTEMBER,16,3,False
3509,460,OCTOBER,20,4,False
3510,460,DECEMBER,3,5,False
3511,460,MAY,25,6,True
3512,461,AUGUST,7,1,False
3513,461,FEBRUARY,2,2,False
3514,461,JUNE,14,3,False
3515,461,NOVEMBER,22,4,True
3516,462,JULY,12,1,False
3517,462,APRIL,18,2,False
3518,462,MARCH,18,3,False
3519,462,JUNE,14,4,False
3520,462,JANUARY,14,5,False
3521,462,SEPTEMBER,16,6,False
3522,462,NOVEMBER,22,7,True
3523,463,SEPTEMBER,16,1,False
3524,463,DECEMBER,3,2,False
3525,463,JANUARY,14,3,False
3526,463,APRIL,18,4,True
3527,464,FEBRUARY,2,1,False
3528,464,SEPTEMBER,16,2,False
3529,464,NOVEMBER,22,3,False
3530,464,JANUARY,14,4,False
3531,464,OCTOBER,20,5,False
3532,464,AUGUST,7,6,False
3533,464,JUNE,14,7,False
3534,464,MAY,25,8,True
3535,465,APRIL,18,1,False
3536,465,NOVEMBER,22,2,False
3537,465,MARCH,18,3,False
3538,465,OCTOBER,20,4,False
3539,465,DECEMBER,3,5,False
3540,465,JULY,12,6,False
3541,465,AUGUST,7,7,False
3542,465,FEBRUARY,2,8,False
3543,465,SEPTEMBER,16,9,False
3544,465,JUNE,14,10,False
3545,465,MAY,25,11,True
3546,466,JULY,12,1,False
3547,466,DECEMBER,3,2,False
3548,466,FEBRUARY,2,3,False
3549,466,SEPTEMBER,16,4,True
3550,467,OCTOBER,20,1,False
3551,467,DECEMBER,3,2,False
3552,467,JULY,12,3,False
3553,467,APRIL,18,4,False
3554,467,JUNE,14,5,False
3555,467,SEPTEMBER,16,6,False
3556,467,JANUARY,14,7,False
3557,467,MAY,25,8,True
3558,468,OCTOBER,20,1,False
3559,468,MARCH,18,2,False
3560,468,NOVEMBER,22,3,False
3561,468,MAY,25,4,True
3562,469,AUGUST,7,1,False
3563,469,FEBRUARY,2,2,False
3564,469,MAY,25,3,False
3565,469,SEPTEMBER,16,4,False
3566,469,APRIL,18,5,False
3567,469,NOVEMBER,22,6,False
3568,469,MARCH,18,7,False
3569,469,OCTOBER,20,8,False
3570,469,JULY,12,9,False
3571,469,JUNE,14,10,False
3572,469,DECEMBER,3,11,False
3573,469,JANUARY,14,12,True
3574,470,AUGUST,7,1,False
3575,470,JUNE,14,2,False
3576,470,DECEMBER,3,3,False
3577,470,MAY,25,4,True
3578,471,JUNE,14,1,False
3579,471,JANUARY,14,2,False
3580,471,JULY,12,3,False
3581,471,APRIL,18,4,True
3582,472,AUGUST,7,1,False
3583,472,JULY,12,2,False
3584,472,NOVEMBER,22,3,False
3585,472,MAY,25,4,True
3586,473,JUNE,14,1,False
3587,473,NOVEMBER,22,2,False
3588,473,DECEMBER,3,3,False
3589,473,MARCH,18,4,False
3590,473,JANUARY,14,5,False
